article_id,act_id,article_number,heading,full_text
CONST_1950_Art24,CONST_1950,24,"24. Prohibition of employment of children in factories, etc","24. Prohibition of employment of children in factories, etc.—No child 
below the age of fourteen years shall be employed to work in any factory or 
mine or engaged in any other hazardous employment.
Right to Freedom of Religion"
CONST_1950_Art25,CONST_1950,25,"25. Freedom of conscience and free profession, practice and","25. Freedom of conscience and free profession, practice and 
propagation of religion.—(1) Subject to public order, morality and health and 
to the other provisions of this Part, all persons are equally entitled to freedom 
of conscience and the right freely to profess, practice and propagate religion.
(2) Nothing in this article shall affect the operation of any existing law or 
prevent the State from making any law—
(a) regulating or restricting any economic, financial, political or 
other secular activity which may be associated with religious practice;
(b) providing for social welfare and reform or the throwing open 
of Hindu religious institutions of a public character to all classes and 
sections of Hindus.
Explanation I.—The wearing and carrying of kirpans shall be deemed to 
be included in the profession of the Sikh religion.
Explanation II.—In sub-clause (b) of clause (2), the reference to Hindus 
shall be construed as including a reference to persons professing the Sikh, Jaina 
or Buddhist religion, and the reference to Hindu religious institutions shall be 
construed accordingly."
CONST_1950_Art26,CONST_1950,26,26. Freedom to manage religious affairs,"26. Freedom to manage religious affairs.—Subject to public order, 
morality and health, every religious denomination or any section thereof shall 
have the right—
(a) to establish and maintain institutions for religious and charitable 
purposes;

(b) to manage its own affairs in matters of religion;
(c) to own and acquire movable and immovable property; and
(d) to administer such property in accordance with law."
CONST_1950_Art27,CONST_1950,27,27. Freedom as to payment of taxes for promotion of any particular,"27. Freedom as to payment of taxes for promotion of any particular 
religion.—No person shall be compelled to pay any taxes, the proceeds of 
which are specifically appropriated in payment of expenses for the promotion 
or maintenance of any particular religion or religious denomination."
CONST_1950_Art28,CONST_1950,28,28. Freedom as to attendance at religious instruction or religious,"28. Freedom as to attendance at religious instruction or religious 
worship in certain educational institutions.—(1) No religious instruction 
shall be provided in any educational institution wholly maintained out of State 
funds.
(2) Nothing in clause (1) shall apply to an educational institution which 
is administered by the State but has been established under any endowment or 
trust which requires that religious instruction shall be imparted in such 
institution.
(3) No person attending any educational institution recognised by the 
State or receiving aid out of State funds shall be required to take part in any 
religious instruction that may be imparted in such institution or to attend any 
religious worship that may be conducted in such institution or in any premises 
attached thereto unless such person or, if such person is a minor, his guardian 
has given his consent thereto.
Cultural and Educational Rights"
CONST_1950_Art32,CONST_1950,32,32. Remedies for enforcement of rights conferred by this Part,"32. Remedies for enforcement of rights conferred by this Part.—(1) 
The right to move the Supreme Court by appropriate proceedings for the 
enforcement of the rights conferred by this Part is guaranteed.
(2) The Supreme Court shall have power to issue directions or orders or 
writs, including writs in the nature of habeas corpus, mandamus, prohibition,
quo warranto and certiorari,
whichever may be appropriate, for the 
enforcement of any of the rights conferred by this Part.
(3) Without prejudice to the powers conferred on the Supreme Court by 
clauses (1) and (2), Parliament may by law empower any other court to exercise 
within the local limits of its jurisdiction all or any of the powers exercisable by 
the Supreme Court under clause (2).
(4) The right guaranteed by this article shall not be suspended except as 
otherwise provided for by this Constitution.
132A. [Constitutional validity of State laws not to be considered in 
proceedings under article 32.].—Omitted by the Constitution (Forty-third 
Amendment) Act, 1977, s. 3 (w.e.f. 13-4-1978).
2[33. Power of Parliament to modify the rights conferred by this Part 
in their application to Forces, etc.—Parliament may, by law, determine to what 
extent any of the rights conferred by this Part shall, in their application to,—
(a) the members of the Armed Forces; or
(b) the members of the Forces charged with the maintenance of 
public order; or
(c) persons employed in any bureau or other organisation established 
by the State for purposes of intelligence or counter intelligence; or
(d) person employed in, or in connection with, the telecommunication 
systems set up for the purposes of any Force, bureau or organisation 
referred to in clauses (a) to (c),
be restricted or abrogated so as to ensure the proper discharge of their duties 
and the maintenance of discipline among them.]"
CONST_1950_Art34,CONST_1950,34,34. Restriction on rights conferred by this Part while martial law is,"34. Restriction on rights conferred by this Part while martial law is 
in force in any area.—Notwithstanding anything in the foregoing provisions 
of this Part, Parliament may by law indemnify any person in the service of the 
Union or of a State or any other person in respect of any act done by him in 
connection with the maintenance or restoration of order in any area within the 
territory of India where martial law was in force or validate any sentence 
passed, punishment inflicted, forfeiture ordered or other act done under martial 
law in such area."
CONST_1950_Art41,CONST_1950,41,"41. Right to work, to education and to public assistance in certain","41. Right to work, to education and to public assistance in certain 
cases.—The State shall, within the limits of its economic capacity and 
development, make effective provision for securing the right to work, to 
education and to public assistance in cases of unemployment, old age, sickness 
and disablement, and in other cases of undeserved want."
CONST_1950_Art42,CONST_1950,42,42. Provision for just and humane conditions of work and maternity,"42. Provision for just and humane conditions of work and maternity 
relief.—The State shall make provision for securing just and humane 
conditions of work and for maternity relief."
CONST_1950_Art43,CONST_1950,43,"43. Living wage, etc., for workers","43. Living wage, etc., for workers.—The State shall endeavour to 
secure, by suitable legislation or economic organisation or in any other way, to 
all workers, agricultural, industrial or otherwise, work, a living wage, 
conditions of work ensuring a decent standard of life and full enjoyment of 
leisure and social and cultural opportunities and, in particular, the State shall 
endeavour to promote cottage industries on an individual or co-operative basis 
in rural areas.
3[43A. Participation of workers in management of industries.—The 
State shall take steps, by suitable legislation or in any other way, to secure the 
participation of workers in the management of undertakings, establishments or 
other organisations engaged in any industry.]"
CONST_1950_Art102,CONST_1950,102,102. Disqualifications for membership,"102. Disqualifications for membership.—(1) A person shall be 
disqualified for being chosen as, and for being, a member of either House of 
Parliament— 
1[(a) if he holds any office of profit under the Government of India 
or the Government of any State, other than an office declared by 
Parliament by law not to disqualify its holder;]
(b) if he is of unsound mind and stands so declared by a competent 
court;
(c) if he is an undischarged insolvent;
(d) if he is not a citizen of India, or has voluntarily acquired the 
citizenship of a foreign State, or is under any acknowledgment of 
allegiance or adherence to a foreign State;
(e) if he is so disqualified by or under any law made by Parliament. 
2[Explanation.—For the purposes of this clause] a person shall not be 
deemed to hold an office of profit under the Government of India or the 
Government of any State by reason only that he is a Minister either for the 
Union or for such State.
3[(2) A person shall be disqualified for being a member of either House 
of Parliament if he is so disqualified under the Tenth Schedule.]
4[103. Decision on questions as to disqualifications of members.—
(1) If any question arises as to whether a member of either House of Parliament 
has become subject to any of the disqualifications mentioned in clause (1) of 
article 102, the question shall be referred for the decision of the President and 
his decision shall be final."
CONST_1950_Art135,CONST_1950,135,135. Jurisdiction and powers of the Federal Court under existing,"135. Jurisdiction and powers of the Federal Court under existing 
law to be exercisable by the Supreme Court.—Until Parliament by law 
otherwise provides, the Supreme Court shall also have jurisdiction and powers 
with respect to any matter to which the provisions of article 133 or article 134 
do not apply if jurisdiction and powers in relation to that matter were 
exercisable by the Federal Court immediately before the commencement of this 
Constitution under any existing law."
CONST_1950_Art137,CONST_1950,137,137. Review of judgments or orders by the Supreme Court,"137. Review of judgments or orders by the Supreme Court.—Subject 
to the provisions of any law made by Parliament or any rules made under 
article 145, the Supreme Court shall have power to review any judgment 
pronounced or order made by it."
CONST_1950_Art141,CONST_1950,141,141. Law declared by Supreme Court to be binding on all courts,"141. Law declared by Supreme Court to be binding on all courts.—
The law declared by the Supreme Court shall be binding on all courts within 
the territory of India."
CONST_1950_Art143,CONST_1950,143,143. Power of the President to consult the Supreme Court,"143. Power of the President to consult the Supreme Court.—(1) If at 
any time it appears to the President that a question of law or fact has arisen, or 
is likely to arise, which is of such a nature and of such public importance that it 
is expedient to obtain the opinion of the Supreme Court upon it, he may refer 
the question to that Court for consideration and the Court may, after such 
hearing as it thinks fit, report to the President its opinion thereon.
(2) The President may, notwithstanding anything in 2*** the proviso to 
article 131, refer a dispute of the kind mentioned in the 3[said proviso] to the 
Supreme Court for opinion and the Supreme Court shall, after such hearing as it 
thinks fit, report to the President its opinion thereon."
CONST_1950_Art153,CONST_1950,153,153. Governors of States,"153. Governors of States.—There shall be a Governor for each State:
3[Provided that nothing in this article shall prevent the appointment of 
the same person as Governor for two or more States.]"
CONST_1950_Art154,CONST_1950,154,154. Executive power of State,"154. Executive power of State.—(1) The executive power of the State 
shall be vested in the Governor and shall be exercised by him either directly or 
through officers subordinate to him in accordance with this Constitution. 
(2) Nothing in this article shall— 
(a) be deemed to transfer to the Governor any functions conferred by 
any existing law on any other authority; or
(b) prevent Parliament or the Legislature of the State from conferring 
by law functions on any authority subordinate to the Governor."
CONST_1950_Art155,CONST_1950,155,155. Appointment of Governor,"155. Appointment of Governor.—The Governor of a State shall be 
appointed by the President by warrant under his hand and seal."
CONST_1950_Art158,CONST_1950,158,158. Conditions of Governor's office,"158. Conditions of Governor's office.—(1) The Governor shall not be a 
member of either House of Parliament or of a House of the Legislature of any 
State specified in the First Schedule, and if a member of either House of 
Parliament or of a House of the Legislature of any such State be appointed 
Governor, he shall be deemed to have vacated his seat in that House on the date 
on which he enters upon his office as Governor.
(2) The Governor shall not hold any other office of profit.
(3) The Governor shall be entitled without payment of rent to the use of 
his official residences and shall be also entitled to such emoluments, 
allowances and privileges as may be determined by Parliament by law and, 
until provision in that behalf is so made, such emoluments, allowances and 
privileges as are specified in the Second Schedule.
1[(3A) Where the same person is appointed as Governor of two or more 
States, the emoluments and allowances payable to the Governor shall be allocated 
among the States in such proportion as the President may by order determine.]
(4) The emoluments and allowances of the Governor shall not be 
diminished during his term of office."
CONST_1950_Art159,CONST_1950,159,159. Oath or affirmation by the Governor,"159. Oath or affirmation by the Governor.—Every Governor and 
every person discharging the functions of the Governor shall, before entering 
upon his office, make and subscribe in the presence of the Chief Justice of the 
High Court exercising jurisdiction in relation to the State, or, in his absence, the 
senior most Judge of that Court available, an oath or affirmation in the 
following form, that is to say—
“I, A. B., do swear in the name of God that I will faithfully execute the 
office of Governor (or discharge the functions of the Governor) of 
.........(name of the State) and will to the best of my ability preserve, protect 
and defend the Constitution and the law and that I will devote myself to the 
service and well-being of the people of ..……(name of the State).”."
CONST_1950_Art160,CONST_1950,160,160. Discharge of the functions of the Governor in certain,"160. Discharge of the functions of the Governor in certain 
contingencies.—The President may make such provision as he thinks fit for the 
discharge of the functions of the Governor of a State in any contingency not 
provided for in this Chapter."
CONST_1950_Art164,CONST_1950,164,164. Other provisions as to Ministers,"164. Other provisions as to Ministers.—(1) The Chief Minister shall 
be appointed by the Governor and the other Ministers shall be appointed by the 
Governor on the advice of the Chief Minister, and the Ministers shall hold 
office during the pleasure of the Governor:

Provided that in the States of 1[Chhattisgarh, Jharkhand], Madhya 
Pradesh and 2[Odisha] there shall be a Minister in charge of tribal welfare who 
may in addition be in charge of the welfare of the Scheduled Castes and 
backward classes or any other work. 
3[(1A) The total number of Ministers, including the Chief Minister, in 
the Council of Ministers in a State shall not exceed fifteen per cent. of the total 
number of members of the Legislative Assembly of that State: 
Provided that the number of Ministers, including the Chief Minister in a 
State shall not be less than twelve: 
Provided further that where the total number of Ministers including the 
Chief Minister in the Council of Ministers in any State at the commencement of 
the Constitution (Ninety-first Amendment) Act, 2003 exceeds the said fifteen 
per cent. or the number specified in the first proviso, as the case may be, then 
the total number of Ministers in that State shall be brought in conformity with 
the provisions of this clause within six months from such date4 as the President 
may by public notification appoint.
(1B) A member of the Legislative Assembly of a State or either House of 
the Legislature of a State having Legislative Council belonging to any political 
party who is disqualified for being a member of that House under paragraph 2 
of the Tenth Schedule shall also be disqualified to be appointed as a Minister 
under clause (1) for duration of the period commencing from the date of his 
disqualification till the date on which the term of his office as such member 
would expire or where he contests any election to the Legislative Assembly of 
a State or either House of the Legislature of a State having Legislative Council, 
as the case may be, before the expiry of such period, till the date on which he is 
declared elected, whichever is earlier.]
(2) The Council of Ministers shall be collectively responsible to the 
Legislative Assembly of the State.
(3) Before a Minister enters upon his office, the Governor shall 
administer to him the oaths of office and of secrecy according to the forms set 
out for the purpose in the Third Schedule."
CONST_1950_Art191,CONST_1950,191,191. Disqualifications for membership,"191. Disqualifications for membership.—(1) A person shall be 
disqualified for being chosen as, and for being, a member of the Legislative 
Assembly or Legislative Council of a State—
1[(a) if he holds any office of profit under the Government of India or 
the Government of any State specified in the First Schedule, other than 
an office declared by the Legislature of the State by law not to disqualify 
its holder;]
(b) if he is of unsound mind and stands so declared by a competent 
court; 
(c) if he is an undischarged insolvent;
(d) if he is not a citizen of India, or has voluntarily acquired the 
citizenship of a foreign State, or is under any acknowledgment of 
allegiance or adherence to a foreign State;
(e) if he is so disqualified by or under any law made by Parliament. 
2[Explanation.—For the purposes of this clause], a person shall not be 
deemed to hold an office of profit under the Government of India or the 
Government of any State specified in the First Schedule by reason only that he 
is a Minister either for the Union or for such State.
3[(2) A person shall be disqualified for being a member of the 
Legislative Assembly or Legislative Council of a State if he is so disqualified 
under the Tenth Schedule.]
4[192. Decision on questions as to disqualifications of members.—(1) 
If any question arises as to whether a member of a House of the Legislature of a 
State has become subject to any of the disqualifications mentioned in clause (1) 
of article 191, the question shall be referred for the decision of the Governor 
and his decision shall be final."
CONST_1950_Art236,CONST_1950,236,236. Interpretation,"236. Interpretation.—In this Chapter—
(a) the expression “district judge” includes judge of a city civil court, 
additional district judge, joint district judge, assistant district judge, chief 
judge of a small cause court, chief presidency magistrate, additional 
chief presidency magistrate, sessions judge, additional sessions judge 
and assistant sessions Judge;
(b) the expression “judicial service” means a service consisting 
exclusively of persons intended to fill the post of district judge and other 
civil judicial posts inferior to the post of district judge."
CONST_1950_Art243,CONST_1950,243,243. Definitions,"243. Definitions.—In this Part, unless the context otherwise requires,—
(a) “district” means a district in a State;
(b) “Gram Sabha” means a body consisting of persons registered in 
the electoral rolls relating to a village comprised within the area of 
Panchayat at the village level;
(c) “intermediate level” means a level between the village and 
district levels specified by the Governor of a State by public notification 
to be the intermediate level for the purposes of this Part; 
(d) “Panchayat” means an institution (by whatever name called) of 
self-government constituted under article 243B, for the rural areas;
(e) “Panchayat area” means the territorial area of a Panchayat;
(f) “Population” means the population as ascertained at the last 
preceding census of which the relevant figures have been published;
(g) “village” means a village specified by the Governor by public 
notification to be a village for the purposes of this Part and includes a 
group of villages so specified."
CONST_1950_Art243F,CONST_1950,243F,243F. Disqualifications for membership,"243F. Disqualifications for membership.— (1) A person shall be 
disqualified for being chosen as, and for being, a member of a Panchayat—
(a) if he is so disqualified by or under any law for the time being in 
force for the purposes of elections to the Legislature of the State 
concerned:
Provided that no person shall be disqualified on the ground that he is 
less than twenty-five years of age, if he has attained the age of twentyone years;
(b) if he is so disqualified by or under any law made by the 
Legislature of the State.
(2) If any question arises as to whether a member of a Panchayat has 
become subject to any of the disqualifications mentioned in clause (1), the 
question shall be referred for the decision of such authority and in such manner 
as the Legislature of a State may, by law, provide."
CONST_1950_Art243I,CONST_1950,243I,243I. Constitution of Finance Commission to review financial,"243I. Constitution of Finance Commission to review financial 
position.—(1) The Governor of a State shall, as soon as may be within one 
year from the commencement of the Constitution (Seventy-third Amendment) 
Act, 1992, and thereafter at the expiration of every fifth year, constitute a 
Finance Commission to review the financial position of the Panchayats and to 
make recommendations to the Governor as to—
(a) the principles which should govern—
(i) the distribution between the State and the Panchayats of the 
net proceeds of the taxes, duties, tolls and fees leviable by the 
State, which may be divided between them under this Part and the 
allocation between the Panchayats at all levels of their respective 
shares of such proceeds;

(ii) the determination of the taxes, duties, tolls and fees which 
may be assigned to, or appropriated by, the Panchayats; 
(iii) the grants-in-aid to the Panchayats from the Consolidated 
Fund of the State;
(b) the measures needed to improve the financial position of the 
Panchayats;
(c) any other matter referred to the Finance Commission by the 
Governor in the interests of sound finance of the Panchayats. 
(2) The Legislature of a State may, by law, provide for the composition 
of the Commission, the qualifications which shall be requisite for appointment 
as members thereof and the manner in which they shall be selected.
(3) The Commission shall determine their procedure and shall have such 
powers in the performance of their functions as the Legislature of the State 
may, by law, confer on them.
(4) The Governor shall cause every recommendation made by the 
Commission under this article together with an explanatory memorandum as to 
the action taken thereon to be laid before the Legislature of the State."
CONST_1950_Art243O,CONST_1950,243O,243O. Bar to interference by courts in electoral matters,"243O. Bar to interference by courts in electoral matters.—
(a) the validity of any law relating to the delimitation of 
constituencies or the allotment of seats to such constituencies, made or 
purporting to be made under article 243K, shall not be called in question 
in any court;
(b) no election to any Panchayat shall be called in question except by 
an election petition presented to such authority and in such manner as is 
provided for by or under any law made by the Legislature of a State."
CONST_1950_Art243P,CONST_1950,243P,243P. Definitions,"243P. Definitions.—In this Part, unless the context otherwise 
requires,—
(a) “Committee” means a Committee constituted under article 243S;
(b) “district” means a district in a State;
(c) “Metropolitan area” means an area having a population of ten 
lakhs or more, comprised in one or more districts and consisting of two 
or more Municipalities or Panchayats or other contiguous areas, 
specified by the Governor by public notification to be a Metropolitan 
area for the purposes of this Part;
(d) “Municipal area” means the territorial area of a Municipality as is 
notified by the Governor;
(e) “Municipality” means an institution of self-government 
constituted under article 243Q;
(f) “Panchayat” means a Panchayat constituted under article 243B;
(g) “population” means the population as ascertained at the last 
preceding census of which the relevant figures have been published."
CONST_1950_Art243V,CONST_1950,243V,243V. Disqualifications for membership,"243V. Disqualifications for membership.—(1) A person shall be 
disqualified for being chosen as, and for being, a member of a Municipality— 
(a) if he is so disqualified by or under any law for the time being in force 
for the purposes of elections to the Legislature of the State concerned: 
Provided that no person shall be disqualified on the ground that he is 
less than twenty-five years of age, if he has attained the age of 
twenty-one years;
(b) if he is so disqualified by or under any law made by the 
Legislature of the State.
(2) If any question arises as to whether a member of a Municipality has 
become subject to any of the disqualifications mentioned in clause (1), the 
question shall be referred for the decision of such authority and in such manner 
as the Legislature of a State may, by law, provide."
CONST_1950_Art299,CONST_1950,299,299. Contracts,"299. Contracts.—(1) All contracts made in the exercise of the executive 
power of the Union or of a State shall be expressed to be made by the 
President, or by the Governor 1*** of the State, as the case may be, and all such 
contracts and all assurances of property made in the exercise of that power shall 
be executed on behalf of the President or the Governor 1*** by such persons 
and in such manner as he may direct or authorise.
(2) Neither the President nor the Governor 2*** shall be personally liable 
in respect of any contract or assurance made or executed for the purposes of 
this Constitution, or for the purposes of any enactment relating to the 
Government of India heretofore in force, nor shall any person making or 
executing any such contract or assurance on behalf of any of them be 
personally liable in respect thereof."
CONST_1950_Art300,CONST_1950,300,300. Suits and proceedings,"300. Suits and proceedings.—(1) The Government of India may sue or 
be sued by the name of the Union of India and the Government of a State may 
sue or be sued by the name of the State and may, subject to any provisions 
which may be made by Act of Parliament or of the Legislature of such State 
enacted by virtue of powers conferred by this Constitution, sue or be sued in 
relation to their respective affairs in the like cases as the Dominion of India and 
the corresponding Provinces or the corresponding Indian States might have 
sued or been sued if this Constitution had not been enacted.
(2) If at the commencement of this Constitution—
(a) any legal proceedings are pending to which the Dominion of 
India is a party, the Union of India shall be deemed to be substituted for 
the Dominion in those proceedings; and
(b) any legal proceedings are pending to which a Province or an 
Indian State is a party, the corresponding State shall be deemed to be 
substituted for the Province or the Indian State in those proceedings. 
3[CHAPTER IV.—RIGHT TO PROPERTY"
CONST_1950_Art308,CONST_1950,308,308. Interpretation,"308. Interpretation.—In this Part, unless the context otherwise requires, 
the expression “State” 1[does not include the State of Jammu and Kashmir]."
CONST_1950_Art315,CONST_1950,315,315. Public Service Commissions for the Union and for the States,"315. Public Service Commissions for the Union and for the States.—
(1) Subject to the provisions of this article, there shall be a Public Service 
Commission for the Union and a Public Service Commission for each State. 
(2) Two or more States may agree that there shall be one Public Service 
Commission for that group of States, and if a resolution to that effect is passed 
by the House or, where there are two Houses, by each House of the Legislature 
of each of those States, Parliament may by law provide for the appointment of a 
Joint State Public Service Commission (referred to in this Chapter as Joint 
Commission) to serve the needs of those States.
(3) Any such law as aforesaid may contain such incidental and 
consequential provisions as may be necessary or desirable for giving effect to 
the purposes of the law.
(4) The Public Service Commission for the Union, if requested so to do 
by the Governor 1*** of a State, may, with the approval of the President, agree 
to serve all or any of the needs of the State.
(5) References in this Constitution to the Union Public Service 
Commission or a State Public Service Commission shall, unless the context 
otherwise requires, be construed as references to the Commission serving the 
needs of the Union or, as the case may be, the State as respects the particular 
matter in question."
CONST_1950_Art324,CONST_1950,324,"324. Superintendence, direction and control of elections to be vested","324. Superintendence, direction and control of elections to be vested 
in an Election Commission.—(1) The superintendence, direction and control 
of the preparation of the electoral rolls for, and the conduct of, all elections to 
Parliament and to the Legislature of every State and of elections to the offices 
of President and Vice-President held under this Constitution 1*** shall be 
vested in a Commission (referred to in this Constitution as the Election 
Commission). 
(2) The Election Commission shall consist of the Chief Election 
Commissioner and such number of other Election Commissioners, if any, as the 
President may from time to time fix and the appointment of the Chief Election 
Commissioner and other Election Commissioners shall, subject to the provisions 
of any law made in that behalf by Parliament, be made by the President.
(3) When any other Election Commissioner is so appointed the Chief 
Election Commissioner shall act as the Chairman of the Election Commission.
(4) Before each general election to the House of the People and to the 
Legislative Assembly of each State, and before the first general election and 
thereafter before each biennial election to the Legislative Council of each State 
having such Council, the President may also appoint after consultation with the 
Election Commission such Regional Commissioners as he may consider 
necessary to assist the Election Commission in the performance of the 
functions conferred on the Commission by clause (1).
(5) Subject to the provisions of any law made by Parliament, the conditions 
of service and tenure of office of the Election Commissioners and the Regional 
Commissioners shall be such as the President may by rule determine:
Provided that the Chief Election Commissioner shall not be removed 
from his office except in like manner and on the like grounds as a Judge of the 
Supreme Court and the conditions of service of the Chief Election 
Commissioner shall not be varied to his disadvantage after his appointment:"
CONST_1950_Art325,CONST_1950,325,"325. No person to be ineligible for inclusion in, or to claim to be","325. No person to be ineligible for inclusion in, or to claim to be 
included in a special, electoral roll on grounds of religion, race, caste or 
sex.—There shall be one general electoral roll for every territorial constituency 
for election to either House of Parliament or to the House or either House of the 
Legislature of a State and no person shall be ineligible for inclusion in any such 
roll or claim to be included in any special electoral roll for any such 
constituency on grounds only of religion, race, caste, sex or any of them."
CONST_1950_Art326,CONST_1950,326,326. Elections to the House of the People and to the Legislative,"326. Elections to the House of the People and to the Legislative 
Assemblies of States to be on the basis of adult suffrage.—The elections to 
the House of the People and to the Legislative Assembly of every State shall be 
on the basis of adult suffrage; that is to say, every person who is a citizen of 
India and who is not less than 2[eighteen years] of age on such date as may be 
fixed in that behalf by or under any law made by the appropriate Legislature 
and is not otherwise disqualified under this Constitution or any law made by 
the appropriate Legislature on the ground of non-residence, unsoundness of 
mind, crime or corrupt or illegal practice, shall be entitled to be registered as a 
voter at any such election."
CONST_1950_Art330,CONST_1950,330,330. Reservation of seats for Scheduled Castes and Scheduled Tribes,"330. Reservation of seats for Scheduled Castes and Scheduled Tribes 
in the House of the People.—(1) Seats shall be reserved in the House of the 
People for — 
(a) the Scheduled Castes;
1[(b) the Scheduled Tribes except the Scheduled Tribes in the 
autonomous districts of Assam; and]
(c) the Scheduled Tribes in the autonomous districts of Assam.
(2) The number of seats reserved in any State 2[or Union territory] for 
the Scheduled Castes or the Scheduled Tribes under clause (1) shall bear, as 
nearly as may be, the same proportion to the total number of seats allotted to 
that State 2[or Union territory] in the House of the People as the population of 
the Scheduled Castes in the State 2[or Union territory] or of the Scheduled 
Tribes in the State 2[or Union territory] or part of the State 2[or Union territory], 
as the case may be, in respect of which seats are so reserved, bears to the total 
population of the State 2[or Union territory].
3[(3) Notwithstanding anything contained in clause (2), the number of 
seats reserved in the House of the People for the Scheduled Tribes in the 
autonomous districts of Assam shall bear to the total number of seats allotted to 
that State a proportion not less than the population of the Scheduled Tribes in 
the said autonomous districts bears to the total population of the State.]
4[Explanation.—In this article and in article 332, the expression 
“population” means the population as ascertained at the last preceding census 
of which the relevant figures have been published:
Provided that the reference in this Explanation to the last preceding 
census of which the relevant figures have been published shall, until the 
relevant figures for the first census taken after the year 5[2026] have been 
published, be construed as a reference to the 6[2001] census.]"
CONST_1950_Art332,CONST_1950,332,332. Reservation of seats for Scheduled Castes and Scheduled Tribes,"332. Reservation of seats for Scheduled Castes and Scheduled Tribes 
in the Legislative Assemblies of the States.—(1) Seats shall be reserved for 
the Scheduled Castes and the Scheduled Tribes, 2[except the Scheduled Tribes 
in the autonomous districts of Assam], in the Legislative Assembly of every 
State 3***.
(2) Seats shall be reserved also for the autonomous districts in the 
Legislative Assembly of the State of Assam. 
(3) The number of seats reserved for the Scheduled Castes or the 
Scheduled Tribes in the Legislative Assembly of any State under clause (1) 
shall bear, as nearly as may be, the same proportion to the total number of seats 
in the Assembly as the population of the Scheduled Castes in the State or of the 
Scheduled Tribes in the State or part of the State, as the case may be, in respect 
of which seats are so reserved, bears to the total population of the State.
4[(3A) Notwithstanding anything contained in clause (3), until the taking 
effect, under article 170, of the re-adjustment, on the basis of the first census 
after the year 5[2026], of the number of seats in the Legislative Assemblies of 
the States of Arunachal Pradesh, Meghalaya, Mizoram and Nagaland, the seats 
which shall be reserved for the Scheduled Tribes in the Legislative Assembly 
of any such State shall be,—"
CONST_1950_Art339,CONST_1950,339,339. Control of the Union over the administration of Scheduled,"339. Control of the Union over the administration of Scheduled 
Areas and the welfare of Scheduled Tribes.—(1) The President may at any 
time and shall, at the expiration of ten years from the commencement of this 
Constitution by order appoint a Commission to report on the administration of 
the Scheduled Areas and the welfare of the Scheduled Tribes in the States 2***.
The order may define the composition, powers and procedure of the 
Commission and may contain such incidental or ancillary provisions as the 
President may consider necessary or desirable.
(2) The executive power of the Union shall extend to the giving of 
directions to 3[a State] as to the drawing up and execution of schemes specified 
in the direction to be essential for the welfare of the Scheduled Tribes in the"
CONST_1950_Art341,CONST_1950,341,341. Scheduled Castes,"341. Scheduled Castes.—(1) The President 4[may with respect to any 
State 5[or Union territory], and where it is a State 2***, after consultation with"
CONST_1950_Art342,CONST_1950,342,342. Scheduled Tribes,"342. Scheduled Tribes.—(1) The President 4[may with respect to any 
State 3[or Union territory], and where it is a State 45***, after consultation with 
the Governor 31*** thereof], by public notification6,5 specify the tribes or tribal 
communities or parts of or groups within tribes or tribal communities which 
shall for the purposes of this Constitution be deemed to be Scheduled Tribes in 
relation to that State 3[or Union territory, as the case may be.]
(2) Parliament may by law include in or exclude from the list of 
Scheduled Tribes specified in a notification issued under clause (1) any tribe or 
tribal community or part of or group within any tribe or tribal community, but 
save as aforesaid a notification issued under the said clause shall not be varied 
by any subsequent notification."
CONST_1950_Art344,CONST_1950,344,344. Commission and Committee of Parliament on official,"344. Commission and Committee of Parliament on official 
language.—(1) The President shall, at the expiration of five years from the 
commencement of this Constitution and thereafter at the expiration of ten years 
from such commencement, by order constitute a Commission which shall 
consist of a Chairman and such other members representing the different 
languages specified in the Eighth Schedule as the President may appoint, and 
the order shall define the procedure to be followed by the Commission.
(2) It shall be the duty of the Commission to make recommendations to 
the President as to—
(a) the progressive use of the Hindi language for the official 
purposes of the Union;
(b) restrictions on the use of the English language for all or any of 
the official purposes of the Union;
(c) the language to be used for all or any of the purposes 
mentioned in article 348;"
CONST_1950_Art352,CONST_1950,352,352. Proclamation of Emergency,"352. Proclamation of Emergency.—(1) If the President is satisfied that 
a grave emergency exists whereby the security of India or of any part of the 
territory thereof is threatened, whether by war or external aggression or 1[armed 
rebellion], he may, by Proclamation, make a declaration to that effect 2[in 
respect of the whole of India or of such part of the territory thereof as may be 
specified in the Proclamation.] 
3[Explanation.—A Proclamation of Emergency declaring that the 
security of India or any part of the territory thereof is threatened by war or by 
external aggression or by armed rebellion may be made before the actual 
occurrence of war or of any such aggression or rebellion, if the President is 
satisfied that there is imminent danger thereof.] 
4[(2) A Proclamation issued under clause (1) may be varied or revoked 
by a subsequent Proclamation.
(3) The President shall not issue a Proclamation under clause (1) or a 
Proclamation varying such Proclamation unless the decision of the Union 
Cabinet (that is to say, the Council consisting of the Prime Minister and other 
Ministers of Cabinet rank appointed under article 75) that such a Proclamation 
may be issued has been communicated to him in writing.
(4) Every Proclamation issued under this article shall be laid before each 
House of Parliament and shall, except where it is a Proclamation revoking a 
previous Proclamation, cease to operate at the expiration of one month unless 
before the expiration of that period it has been approved by resolutions of both 
Houses of Parliament:"
