case_id,article_id,context
sc_2021_Somesh_Thapliyal_vs_Vice_Chancellor_H_N_B_Garhwal_on_3_September_2021_1,CONST_1950_Art309,the service jurisprudence by the recruiting authority while framing Rules under Article 309 of the Constitution and what being termed as “substantive appointment” can be g
sc_2021_Steel_Authority_Of_India_Limited_vs_Gouri_Devi_on_18_November_2021_1,CONST_1950_Art14,"e ground at the cost of the interests of several others ignoring the mandate of Article 14 of the Constitution. 6. In view of the above and for the reasons stated above, "
sc_2021_Sunil_Kumar_Sudhir_Kumar_vs_The_State_Of_Uttar_Pradesh_Through_on_25_May_2021_1,CONST_1950_Art31,". State: (2016) 8 SCC 313 (paragraph 28), to the effect that sub-section (2) of Section 31 has no application to a case tried by the Court of Sessions nor sub-section (2)"
sc_2021_Sunil_Kumar_Sudhir_Kumar_vs_The_State_Of_Uttar_Pradesh_Through_on_25_May_2021_1,CONST_1950_Art142,".2 at the relevant stage. 19. In view of the above, in exercise of powers under Article 142 of the Constitution of India, we provide for modification of the punishment awa"
sc_2021_Sunil_Todi_vs_The_State_Of_Gujarat_on_3_December_2021_1,CONST_1950_Art138,r dated 16 April 2021 of a Constitution Bench in Re: Expeditious Trial of Cases under Section 138 of N.I. Act 1881 26. The Constitution Bench notes “the gargantuan pendency of c
sc_2021_Sunny_Abraham_vs_Union_Of_India_on_17_December_2021_1,CONST_1950_Art311,"ved and opined:- “51. Ms. Indira Jaising also submitted that the purpose behind Article 311, Rule 14 and also the Office Order of 2005 is to ensure that only an authority "
sc_2021_Supertech_Ltd_vs_Emerald_Court_Owner_Resident_Welfare_on_31_August_2021_1,CONST_1950_Art226," Court 33 On 10 December 2012, the first respondent filed a writ petition under Article 226 of the Constitution before the High Court seeking inter alia the following reli"
sc_2021_Supertech_Ltd_vs_Emerald_Court_Owner_Resident_Welfare_on_31_August_2021_1,CONST_1950_Art136,s before this Court 38       The appellant filed a Special Leave Petition under Article 136 of the Constitution on 28 April 2014 assailing the judgment of the High Court. 
sc_2021_Surajdeo_Mahto_vs_The_State_Of_Bihar_on_4_August_2021_1,CONST_1950_Art136,"e highlighted at the outset that although the powers vested in this Court under Article 136 of the Constitution are wide, this Court in a criminal appeal by special leave "
sc_2021_Suresh_Kumar_vs_The_State_Of_Haryana_on_26_March_2021_1,CONST_1950_Art16,"discriminatory and is, therefore, required to be struck down being violative of Article 16 of the Constitution ?” 6. The High Court after considering the submissions of t"
sc_2021_Surinder_Singh_vs_The_Union_Territory_Of_Chandigarh_on_26_November_2021_1,CONST_1950_Art136,"ted at the outset that although there are Page | 8 spacious powers vested under Article 136 of the Constitution, nevertheless, while imploring such powers in a criminal ap"
sc_2021_Surinder_Singh_vs_The_Union_Territory_Of_Chandigarh_on_26_November_2021_1,CONST_1950_Art14,"g and Criminal Justice (5th edition, Cambridge University Press 2010) Page | 18 Article 14 of our Constitution, encompasses the administration of criminal justice system "
sc_2021_Tata_Consultancy_Services_Limited_vs_Cyrus_Investments_Pvt_Ltd_on_26_March_2021_1,CONST_1950_Art75,"ompany, its Board of Directors and Shareholders from exercising the power under Article 75 of the Articles of Association against the minority members except in exception"
sc_2021_Tata_Consultancy_Services_Limited_vs_Cyrus_Investments_Pvt_Ltd_on_26_March_2021_1,CONST_1950_Art121,d the requirement of an affirmative Vote in the hands of select Directors under Article 121 or at least ought to have restricted the affirmative vote to matters covered by
sc_2021_Tata_Consultancy_Services_Limited_vs_Cyrus_Investments_Pvt_Ltd_on_26_March_2021_1,CONST_1950_Art124,"icles numbered 86, 104(B), 118, 121 and 121A in their entirety and in so far as Article 124 of the Articles of Association of Respondent No. 1 is concerned, the following "
sc_2021_Tata_Consultancy_Services_Limited_vs_Cyrus_Investments_Pvt_Ltd_on_26_March_2021_1,CONST_1950_Art118,t that no candidate selected by the Selection Committee constituted pursuant to Article 118 of the Articles of Association of Respondent No. 1 to be appointed without leav
sc_2021_Tata_Consultancy_Services_Limited_vs_Cyrus_Investments_Pvt_Ltd_on_26_March_2021_1,CONST_1950_Art4,ers were just by way of additional affidavits. We shall advert to them in this part. 4.3 The company petition filed on 20.12.2016 was taken up on 22.12.2016 and the N
sc_2021_Tata_Consultancy_Services_Limited_vs_Cyrus_Investments_Pvt_Ltd_on_26_March_2021_1,CONST_1950_Art122,"y duty in exercising these powers to act in the interests of the company alone. Article 122(b) Tata Consultancy Services Limited vs Cyrus Investments Pvt Ltd on 26 March, "
sc_2021_Tata_Consultancy_Services_Limited_vs_Cyrus_Investments_Pvt_Ltd_on_26_March_2021_1,CONST_1950_Art105,"and that the removal was not only contrary to Article 118, but also contrary to Article 105(a) read with the second proviso to Section 179(1) and Article 122(b). 16.31 As "
sc_2021_Tata_Consultancy_Services_Limited_vs_Cyrus_Investments_Pvt_Ltd_on_26_March_2021_1,CONST_1950_Art311,c servant who has been dismissed from service in contravention of provisions of Article 311 of the Constitution of India; (b) dismissed under Industrial Law seeking reinst
sc_2021_Tata_Consultancy_Services_Limited_vs_Cyrus_Investments_Pvt_Ltd_on_26_March_2021_1,CONST_1950_Art58,"Company with a sale−notice in respect of his Ordinary shares in accordance with Article 58 hereof, and all the ancillary and consequential provisions of these Articles sh"
sc_2021_Tata_Consultancy_Services_Limited_vs_Cyrus_Investments_Pvt_Ltd_on_26_March_2021_1,CONST_1950_Art69,purpose of this Article any person entitled to transfer an Ordinary share under Article 69 hereof shall be deemed the holder of such share.” 18.3 At the outset it should 
sc_2021_Tata_Consultancy_Services_Limited_vs_Cyrus_Investments_Pvt_Ltd_on_26_March_2021_1,CONST_1950_Art94,"nd by each member. However, this is subject to the provisions of the Act. 19.29 Article 94 of the Articles of Association of Tata Sons is in tune with Section 47(1)(b), a"
sc_2021_Tata_Consultancy_Services_Limited_vs_Vishal_Ghisulal_Jain_on_23_November_2021_1,CONST_1950_Art9,"nt of a legitimate termination of a contract based on an ipso facto clause like Article 9.2.1(e) herein, if such termination will not have the effect of making certain t"
sc_2021_Telangana_State_Waqf_Board_vs_Mohamed_Muzafar_on_3_August_2021_1,CONST_1950_Art227,"Tribunal before the High Court, the High Court exercises the jurisdiction under Article 227 of the Constitution of India. Therefore, it is wholly immaterial that the petit"
sc_2021_The_Bijnor_Urban_Cooperative_Bank_vs_Meenal_Agarwal_on_15_December_2021_1,CONST_1950_Art226,"ent No.1 herein (original writ petitioner) and has, in exercise of powers under Article 226 of the Constitution of India, issued a writ of mandamus directing the appellant"
sc_2021_The_Bijnor_Urban_Cooperative_Bank_vs_Meenal_Agarwal_on_15_December_2021_1,CONST_1950_Art136,"pugned judgment and order passed by the High Court, in exercise of powers under Article 136 of the Constitution of India. 5. Having heard learned counsel for the respectiv"
sc_2021_The_Executive_Engineer_Gosikhurd_vs_Mahesh_on_10_November_2021_1,CONST_1950_Art11," proceedings for acquisition had been initiated under the 1894 Act but no award under Section 11 of the 1894 Act had been made, the provisions of the 2013 Act would apply limit"
sc_2021_The_Executive_Engineer_Gosikhurd_vs_Mahesh_on_10_November_2021_1,CONST_1950_Art114," the Constitution Bench held that the 2013 Act operates prospectively. Further, Section 114 of the 2013 Act effects a repeal but with certain savings, in accordance with S"
sc_2021_The_High_Court_Of_Judicature_At_Madras_vs_M_C_Subramaniam_on_17_February_2021_1,CONST_1950_Art89,"tution. Therefore, in the High Court’s view, a constitutional interpretation of Section 89 of the CPC, and resultantly Section 69−A of the 1955 Act, would require that th"
sc_2021_The_High_Court_Of_Judicature_At_Madras_vs_M_C_Subramaniam_on_17_February_2021_1,CONST_1950_Art69,"view, a constitutional interpretation of Section 89 of the CPC, and resultantly Section 69−A of the 1955 Act, would require that these provisions cover all methods of out"
sc_2021_The_High_Court_Of_Judicature_At_Madras_vs_M_C_Subramaniam_on_17_February_2021_1,CONST_1950_Art14,"eatment between two similarly situated persons, would constitute a violation of Article 14 of the Constitution. Therefore, in the High Court’s view, a constitutional inte"
sc_2021_The_High_Court_Of_Kerala_vs_Reshma_A_And_Ors_Etc_on_11_January_2021_1,CONST_1950_Art2,"ed by Articles 234 and 235 of the Constitution of India and sub- section (1) of section 2 of the Kerala Public Services Act, 1968 (19 of 1968) and in supersession of all"
sc_2021_The_High_Court_Of_Kerala_vs_Reshma_A_And_Ors_Etc_on_11_January_2021_1,CONST_1950_Art226,"e selected candidates are undergoing training. 4 Two petitions were filed under Article 226 of the Constitution before the High Court, Writ Petition No. 10007 of 2020 and "
sc_2021_The_High_Court_Of_Kerala_vs_Reshma_A_And_Ors_Etc_on_11_January_2021_1,CONST_1950_Art142,"erala Rules, 1991 and by the directions and timelines fixed by this Court under Article 142 of the Constitution in Malik Mazhar Sultan (3) v. Uttar Pradesh Public Service "
sc_2021_The_High_Court_Of_Kerala_vs_Reshma_A_And_Ors_Etc_on_11_January_2021_1,CONST_1950_Art234,s under which an annual exercise would be carried out for filling up the posts. Article 234 of the Constitution provides that: “234. Appointments of persons other than dis
sc_2021_The_High_Court_Of_Kerala_vs_Reshma_A_And_Ors_Etc_on_11_January_2021_1,CONST_1950_Art14,"elect list. In this context, while analyzing the constitutional requirements of Article 14 and Article 16, Dr Justice BS Chauhan, speaking for the three judge Bench, obse"
sc_2021_The_High_Court_Of_Kerala_vs_Reshma_A_And_Ors_Etc_on_11_January_2021_1,CONST_1950_Art16,"this context, while analyzing the constitutional requirements of Article 14 and Article 16, Dr Justice BS Chauhan, speaking for the three judge Bench, observed: PART G “7"
sc_2021_The_Project_Director_National_Highways_vs_M_Hakeem_on_20_July_2021_1,CONST_1950_Art34," of such award passed by the arbitrator is well within the provisions contained under Section 34 of the Act itself. In the present case, as rightly observed by the learned sing"
sc_2021_The_Project_Director_National_Highways_vs_M_Hakeem_on_20_July_2021_1,CONST_1950_Art3,"e acquired under the Land Acquisition Act, is bad in law, and consequently that Section 3-J of the National Highways Act, 1956 be struck down as being violative of Artic"
sc_2021_The_Project_Director_National_Highways_vs_M_Hakeem_on_20_July_2021_1,CONST_1950_Art12,"al being filed therefrom. He therefore argued that the NHAI being ‘State’ under Article 12 of the Constitution of India, cannot pick and choose as to when it will file ap"
sc_2021_The_Project_Director_National_Highways_vs_M_Hakeem_on_20_July_2021_1,CONST_1950_Art142,"ds were modified by this Court, presumably under the powers of this Court under Article 142 of the Constitution of India. In para 34, the learned Single Judge referred to "
sc_2021_The_Project_Director_National_Highways_vs_M_Hakeem_on_20_July_2021_1,CONST_1950_Art342A,by Col. Balasubramanian is a judgment dealing with a constitutional provision – Article 342A of the Constitution. We must never forget the famous statement of Chief Justice
sc_2021_The_Project_Director_National_Highways_vs_M_Hakeem_on_20_July_2021_1,CONST_1950_Art14,"ion 3-J of the National Highways Act, 1956 be struck down as being violative of Article 14 of the Constitution of India to this extent. 49. This question was then answere"
sc_2021_The_Project_Director_National_Highways_vs_M_Hakeem_on_20_July_2021_1,CONST_1950_Art136,"cline to interfere with such orders, given our discretionary jurisdiction under Article 136 of The Project Director National Highways ... vs M. Hakeem on 20 July, 2021 Ind"
sc_2021_The_State_Of_Bihar_vs_Madhu_Kant_Ranjan_on_16_December_2021_1,CONST_1950_Art14," was to direct any relaxation of any condition, it would amount to violation of Article 14 of the Constitution by a judicial order. The writ application stands disposed i"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art2,ion for intervention is allowed. Leave granted in all the Special Leave Petitions. 2. The present batch of civil appeals raise important questions on the provisions
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art28,"o all matters relating to, or in connection with, elections to the Municipalities. 28. Article 243K of the Constitution provides as follows: 243K. Elections to the P"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art10,grounds for an election petition in terms of Rule 12 framed under the Act.” 43. Section 10-A of the 1959 Act and Section 9-A of the 1961 Act read with Articles 243-K and 
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art9,"in terms of Rule 12 framed under the Act.” 43. Section 10-A of the 1959 Act and Section 9-A of the 1961 Act read with Articles 243-K and 243-O, are pari materia with Art"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art15,achinery for redressal to the grievances pertaining to election as contained in Section 15 of the 1959 Act. The High Court though exercises extraordinary jurisdiction und
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art7,"f law because of the express bar imposed by Article 243-ZG of the Constitution. Section 7 contains rules for allotment of seats to the Scheduled Castes, the Scheduled Tr"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art243Z,"d foremost, the bar to interference by courts in electoral matters contained in Article 243ZG(a) gets attracted as the order dated 04.02.2021 relating to delimitation of co"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art136,ernment. He argued that this Court ought not to exercise its jurisdiction under Article 136 of the Constitution at all in view of the fact that the SEC in the present case
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art243,"d the elections. According to the learned Senior Advocate, the bar contained in Article 243 ZG(a) and (b) do not apply on the peculiar facts of this case. Further, the Hig"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art243T,"t judgment was correct on merits so far as women’s reservation was concerned as Article 243T mandates a reservation of at least one-third, using the word “shall” and using "
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art243K," out of SLP(C) No. 4121/2021, emphasized that the SEC that is constituted under Article 243K is on par with the Election Commission of India. For this, he emphasized, in pa"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art226,"line 802 for the proposition that the High Court’s doors are never closed under Article 226 of the Constitution of India in deserving matters, in particular where the cour"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art243P,"stitution (Seventy-Fourth) Amendment Act, 1992 with effect from 1st June, 1993. Article 243P defines “Municipal Area” and “Municipality” as follows: 243P. Definitions. xxx "
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art243Q,r; (e) “Municipality” means an institution of self-government constituted under article 243Q; xxx xxx xxx 24. Municipalities are then divided into three categories under Ar
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art25,"rs as he may deem fit, specify by public notification for the purposes of this Part. 25. Article 243T is important and provides for reservation of seats in Municipalit"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art243U,"ersons in the Municipalities in favour of backward class of citizens. 26. Under Article 243U(1), every Municipality, unless earlier dissolved under any law for the time bei"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art324, to the Panchayats. 29. It will be noticed that Article 243ZA(1) corresponds to Article 324 contained in Part XV dealing with elections to Parliament and the legislative b
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art328,"ent and the legislative bodies of the States. Likewise, 243ZA(2) corresponds to Article 328 contained in the same chapter. 30. Article 243ZG is important and states: 243ZG"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art329, under any law made by the Legislature of a State.] This Article corresponds to Article 329 of the Constitution contained in Part XV. 31. The relevant provisions of the Go
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art325," Commissioner to superintend, direct and control elections to the legislatures; Article 325 prohibits discrimination against electors on the ground of religion, race, cast"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art326," discrimination against electors on the ground of religion, race, caste or sex; Article 326 provides for adult suffrage; Article 327 empowers Parliament to pass laws makin"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art327,"round of religion, race, caste or sex; Article 326 provides for adult suffrage; Article 327 empowers Parliament to pass laws making provision with respect to all matters r"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art71,"with elections to the President and the Vice President of India contained under Article 71. The Court held: “As already indicated, Article 71(1) confers jurisdiction and "
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art62,"ears' term which will involve a non-compliance with the mandatory provisions of Article 62. The well recognised principle of election law, Indian and English, is that ele"
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art142,"contained in the Panchayat Elections Act. In exercise of the power conferred by Article 142, we direct that the period of 30 days for filing election petitions in respect "
sc_2021_The_State_Of_Goa_vs_Fouziya_Imtiaz_Shaikh_on_12_March_2021_1,CONST_1950_Art32,". Writ Petition (Civil) No. 309/2021 1. This writ petition has been filed under Article 32 of the Constitution of India by a resident of Margao, Goa, challenging the rese"
sc_2021_The_State_Of_Haryana_vs_Raj_Kumar_Bittu_on_3_August_2021_1,CONST_1950_Art8,"ct, 1894 or under Section 432 of the Code. 9. In Maru Ram v. Union of India & Ors.8, a Constitution Bench considering the scope of Article 161 of the Constitution "
sc_2021_The_State_Of_Haryana_vs_Raj_Kumar_Bittu_on_3_August_2021_1,CONST_1950_Art9,icacy. xxx xxx” 10. The Constitution Bench in Union of India v. V. Sriharan & Ors.9 inter alia examined the provisions of Articles 161 and 162 of the Constitution.
sc_2021_The_State_Of_Haryana_vs_Raj_Kumar_Bittu_on_3_August_2021_1,CONST_1950_Art161,after referred to as the ‘prisoner’ spect of exercise of powers conferred under Article 161 of the Constitution. It was also held that the State may also consider the feas
sc_2021_The_State_Of_Haryana_vs_Raj_Kumar_Bittu_on_3_August_2021_1,CONST_1950_Art72,-à-vis Section 433-A. Nobody has a case – indeed can be heard to contend – that Article 72 and 161 must yield to Section 433- A…………………... xxx xxx xxx 59. It is apparent t
sc_2021_The_State_Of_Haryana_vs_Raj_Kumar_Bittu_on_3_August_2021_1,CONST_1950_Art73,"tation, etc. are available and can be exercised by virtue of the implication of Article 73(1)(a) read along with its proviso and the exercise of 9 (2016) 7 SCC 1 such pow"
sc_2021_The_State_Of_Haryana_vs_Raj_Kumar_Bittu_on_3_August_2021_1,CONST_1950_Art162,er by the State would be controlled and limited as stipulated in the proviso to Article 162 to the extent to which such control and limitations are prescribed in the Crimi
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art321,"ourt is not a court of facts and evidence it was observed: “89. An order passed under Section 321 comes to this Court by special leave, under Article 136 of the Constitution of "
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art26,"e and of its members and committees immediately before the coming into force of Section 26 of the Constitution forty fourth Amendment Act, 1978. (4) The provisions of cla"
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art34,"he Parliament of the United Kingdom at the commencement of the Constitution. By Section 34 of the Forty- Second Amendment to the Constitution, clause (3) of Article 194 w"
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art19,onstitution Bench regarding prior sanction were made with specific reference to Section 19 of the PC Act and cannot be construed to imply a broader proposition of law tha
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art197,"ion for which the sanction of the government is not required. Further, sanction under Section 197 is only required before cognizance is taken by a court, and not for the initiat"
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art70,"e; and third, the publication must relate to a report, paper, vote or proceedings. 70 The first question to be addressed in this regard is the meaning of the phrase "
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art4,"of the proceedings in the House, unless the publication is not for public good. Section 4 of the Act extended the protection to broadcasting of these proceedings. Subseq"
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art194,. The ‘protest’ by the MLAs is protected by the immunities and privileges under Article 194(3) of the Constitution of India; (ii) Breach of privilege: A violation of the r
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art208,"s of Procedure and Conduct of Business in the Kerala Assembly, made pursuant to Article 208(1) of the Constitution, that mandated the police to seek permission or sanction"
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art136,"refrain from interfering with the concurrent findings of the courts below under Article 136 of the Constitution; and The State Of Kerala vs K.Ajith on 28 July, 2021 Indian"
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art9," privilege. Against them, disciplinary proceedings were initiated by the House. Article 9 of the Bill of Rights 1689 provides that the freedom of speech and debates or p"
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art105,n the House. C.2.2 Position in India 33 The immunity available to the MPs under Article 105(2) of the Constitution from liability to “any proceedings in any court in respe
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art178,"nction of Speaker 61 The Speaker of the legislative assembly is appointed under Article 178 of the Constitution. The Speaker is the presiding officer of the House, and has"
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art32,"s. In Satish Chandra (supra), a petition was instituted before this Court under Article 32 of the Constitution seeking a direction to the Speaker of the Lok Sabha and the"
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art122, interfere in the ordinary functioning and conduct of the House in pursuance of Article 122(2) which states that the Speaker’s power to regulate the proceedings and conduc
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art361A,"n was amended by the Constitution (Forty fourth) Amendment Act, 1978 to include Article 361A. Article 361A amplifies the protection provided in the 1977 Act. Article 361A r"
sc_2021_The_State_Of_Kerala_vs_K_Ajith_on_28_July_2021_1,CONST_1950_Art212,) shall also apply to anybody who takes part in the ‘proceedings’ of the House. Article 212(1) states that the validity of the ‘proceedings’ in the State Assembly shall no
sc_2021_The_State_Of_Kerala_vs_Mahesh_on_19_March_2021_1,CONST_1950_Art136," held that, this Court does not ordinarily, in exercise of its discretion under Article 136, entertain petition for Special Leave to Appeal against orders granting or refu"
sc_2021_The_State_Of_Odisha_vs_Banabihari_Mohapatra_on_12_February_2021_1,CONST_1950_Art136,smissing the appeal on the ground of delay does not call for interference under Article 136 of the Constitution of India. 38. It is well settled by a plethora of judicial 
sc_2021_The_State_Of_Odisha_vs_Pratima_Mohanty_on_11_December_2021_1,CONST_1950_Art226,a series of decisions relating to the exercise of the extraordinary power under Article 226 or the inherent powers under Section 482 of the Code which we have extracted an
sc_2021_The_State_Of_Tamil_Nadu_Food_Civil_vs_National_South_Indian_River_on_23_November_2021_1,CONST_1950_Art18,"es against comparative unreasonableness but also non-comparative unreasonableness.18 This Court in Modern Dental College and Research Centre v. State of MP19, invok"
sc_2021_The_State_Of_Tamil_Nadu_Food_Civil_vs_National_South_Indian_River_on_23_November_2021_1,CONST_1950_Art226,rt at the Madurai Bench allowed the writ petition filed by the Respondent under Article 226 of the Constitution for quashing G.O Ms. No. 50 which granted loan waiver to sm
sc_2021_The_State_Of_Tamil_Nadu_Food_Civil_vs_National_South_Indian_River_on_23_November_2021_1,CONST_1950_Art14,"me. 3 The respondent challenged the scheme as unconstitutional for violation of Article 14 of the Constitution, and sought a direction to provide loan waiver for all farm"
sc_2021_The_State_Of_Tamil_Nadu_Food_Civil_vs_National_South_Indian_River_on_23_November_2021_1,CONST_1950_Art38, farmers as a class to secure economic and social justice is well recognized by Article 38. It needs to be determined if the classification based on the extent of landhol
sc_2021_The_State_Of_Tamil_Nadu_Food_Civil_vs_National_South_Indian_River_on_23_November_2021_1,CONST_1950_Art15,"be justified in principle, (b) the same should be proportionate in measure.” 30 Article 15(1) of the Indian Constitution specifically states that the State shall not disc"
sc_2021_The_State_Of_Tamil_Nadu_vs_K_Shobana_Etc_Etc_on_5_March_2021_1,CONST_1950_Art16,enefited from the same. The additional submission he made was in the context of Article 16 (4B) of the Constitution of India which reads as under: “16: Equality of opport
sc_2021_The_State_Of_Uttar_Pradesh_vs_Premlata_on_5_October_2021_1,CONST_1950_Art14,"cancies equal opportunity should be provided to all aspirants as mandated under Article 14 and 16 of the Constitution. However, appointment on compassionate ground offere"
sc_2021_The_State_Of_Uttar_Pradesh_vs_Principal_Abhay_Nandan_Inter_College_on_27_September_2021_1,CONST_1950_Art14,"allow the writ petitions filed, inter alia holding that there is a violation of Article 14 of the Constitution of India. Incidentally, reliance has also been made on the "
sc_2021_The_State_Of_Uttar_Pradesh_vs_Principal_Abhay_Nandan_Inter_College_on_27_September_2021_1,CONST_1950_Art226, not amenable to challenge by invoking the jurisdiction of the High Court under Article 226 of the Constitution of India. The institutions being the recipients of aid are 
sc_2021_The_State_Of_Uttar_Pradesh_vs_Principal_Abhay_Nandan_Inter_College_on_27_September_2021_1,CONST_1950_Art162,hout the State of Uttar Pradesh in view of its interpretation of “Outsourcing”. Article 162 of the Constitution has got no rationale to impugned amendment. This is a case 
sc_2021_The_State_Of_Uttar_Pradesh_vs_Principal_Abhay_Nandan_Inter_College_on_27_September_2021_1,CONST_1950_Art30,"gulation violates the fundamental rights granted to minority institutions under Article 30(1) of the Constitution of India, in light of the judgments of this Court in the"
sc_2021_The_Vice_Chairman_And_Managing_vs_Shishir_Realty_Pvt_Ltd_on_29_November_2021_1,CONST_1950_Art12,"t, for the reason that the action is that of the “State”, within the meaning of Article 12 of the Constitution, which continues to subsist and therefore, it is not requir"
sc_2021_The_Vice_Chairman_And_Managing_vs_Shishir_Realty_Pvt_Ltd_on_29_November_2021_1,CONST_1950_Art299,and the promise is not recorded in the form of a formal contract as required by Article 299 of the Constitution. … It is indeed difficult to see on what principle can a Go
sc_2021_The_Vice_Chairman_And_Managing_vs_Shishir_Realty_Pvt_Ltd_on_29_November_2021_1,CONST_1950_Art14,"ith contractual matters. It is a settled principle that right to equality under Article 14 abhors arbitrariness. Public authorities have to ensure that no bias, favouriti"
sc_2021_Thwaha_Fasal_vs_Union_Of_India_on_28_October_2021_1,CONST_1950_Art1," III of the Constitution. 24. Now we turn to the material against the accused nos.1 and 2 in the charge sheet. In paragraph 18 of the charge sheet, the charges aga"
sc_2021_Thwaha_Fasal_vs_Union_Of_India_on_28_October_2021_1,CONST_1950_Art370,. Pdf files extracted showed that it contained material regarding abrogation of Article 370 of the Constitution and various other items. The photographs also showed that t
sc_2021_Uflex_Ltd_vs_The_Government_Of_Tamil_Nadu_on_17_September_2021_1,CONST_1950_Art226," right of an aggrieved party to invoke the jurisdiction of the High Court under Article 226 of the Constitution of India (hereinafter referred to as the ‘Constitution’), b"
sc_2021_Uflex_Ltd_vs_The_Government_Of_Tamil_Nadu_on_17_September_2021_1,CONST_1950_Art14," above decisions, the following principles emerge: (a) the basic requirement of Article 14 is fairness in action by the State, and non-arbitrariness in essence and substa"
sc_2021_Union_Of_India_Through_Its_Secretary_vs_Bharti_Airtel_Ltd_on_28_October_2021_1,CONST_1950_Art226,"tantly, respondent No.1 approached the High Court by way of writ petition under Article 226 of the Constitution of India, filed on 31.05.2018, praying for the following re"
