section_id,act_id,chapter_id,section_number,heading,full_text
BNSS_2023_s348,BNSS_2023,BNSS_2023_CH_XXVI,348,"Power to summon material witness, or examine person present","Power to summon material witness, or examine person present.—Any Court may, at any stage 
of any inquiry, trial or other proceeding under this Sanhita, summon any person as a witness, or examine 
any person in attendance, though not summoned as a witness, or re-call and re-examine any person already 
examined; and the Court shall summon and examine or re-call and re-examine any such person if his 
evidence appears to it to be essential to the just decision of the case."
BNSS_2023_s349,BNSS_2023,BNSS_2023_CH_XXVI,349,"Power of Magistrate to order person to give specimen signatures or handwriting, etc","Power of Magistrate to order person to give specimen signatures or handwriting, etc.—If a 
Magistrate of the first class is satisfied that, for the purposes of any investigation or proceeding under this 
Sanhita, it is expedient to direct any person, including an accused person, to give specimen signatures or 
finger impressions or handwriting or voice sample, he may make an order to that effect and in that case the 
person to whom the order relates shall be produced or shall attend at the time and place specified in such 
order and shall give his specimen signatures or finger impressions or handwriting or voice sample:

Provided that no order shall be made under this section unless the person has at some time been arrested 
in connection with such investigation or proceeding: 
Provided further that the Magistrate may, for the reasons to be recorded in writing, order any person to 
give such specimen or sample without him being arrested."
BNSS_2023_s350,BNSS_2023,BNSS_2023_CH_XXVI,350,Expenses of complainants and witnesses,"Expenses of complainants and witnesses.—Subject to any rules made by the State Government, 
any Criminal Court may, if it thinks fit, order payment, on the part of the Government, of the reasonable 
expenses of any complainant or witness attending for the purposes of any inquiry, trial or other proceeding 
before such Court under this Sanhita."
BNSS_2023_s351,BNSS_2023,BNSS_2023_CH_XXVI,351,Power to examine accused,"Power to examine accused.—(1) In every inquiry or trial, for the purpose of enabling the accused 
personally to explain any circumstances appearing in the evidence against him, the Court— 
(a) may at any stage, without previously warning the accused put such questions to him as the 
Court considers necessary; 
(b) shall, after the witnesses for the prosecution have been examined and before he is called on 
for his defence, question him generally on the case: 
Provided that in a summons case, where the Court has dispensed with the personal attendance of 
the accused, it may also dispense with his examination under clause (b). 
(2) No oath shall be administered to the accused when he is examined under sub-section (1). 
(3) The accused shall not render himself liable to punishment by refusing to answer such questions, or 
by giving false answers to them. 
(4) The answers given by the accused may be taken into consideration in such inquiry or trial, and put 
in evidence for or against him in any other inquiry into, or trial for, any other offence which such answers 
may tend to show he has committed. 
(5) The Court may take help of Prosecutor and Defence Counsel in preparing relevant questions which 
are to be put to the accused and the Court may permit filing of written statement by the accused as sufficient 
compliance of this section."
BNSS_2023_s352,BNSS_2023,BNSS_2023_CH_XXVI,352,Oral arguments and memorandum of arguments,"Oral arguments and memorandum of arguments.—(1) Any party to a proceeding may, as soon 
as may be, after the close of his evidence, address concise oral arguments, and may, before he concludes 
the oral arguments, if any, submit a memorandum to the Court setting forth concisely and under distinct 
headings, the arguments in support of his case and every such memorandum shall form part of the record. 
(2) A copy of every such memorandum shall be simultaneously furnished to the opposite party. 
(3) No adjournment of the proceedings shall be granted for the purpose of filing the written arguments 
unless the Court, for reasons to be recorded in writing, considers it necessary to grant such adjournment. 
(4) The Court may, if it is of opinion that the oral arguments are not concise or relevant, regulate such 
arguments."
BNSS_2023_s353,BNSS_2023,BNSS_2023_CH_XXVI,353,Accused person to be competent witness,"Accused person to be competent witness.—(1) Any person accused of an offence before a 
Criminal Court shall be a competent witness for the defence and may give evidence on oath in disproof of 
the charges made against him or any person charged together with him at the same trial: 
(a) he shall not be called as a witness except on his own request in writing; 
(b) his failure to give evidence shall not be made the subject of any comment by any of the parties 
or the Court or give rise to any presumption against himself or any person charged together with him 
at the same trial.

(3) Where the proclaimed offender is not represented by any advocate, he shall be provided with an 
advocate for his defence at the expense of the State. 
(4) Where the Court, competent to try the case or commit for trial, has examined any witnesses for 
prosecution and recorded their depositions, such depositions shall be given in evidence against such 
proclaimed offender on the inquiry into, or in trial for, the offence with which he is charged: 
Provided that if the proclaimed offender is arrested and produced or appears before the Court during 
such trial, the Court may, in the interest of justice, allow him to examine any evidence which may have 
been taken in his absence. 
(5) Where a trial is related to a person under this section, the deposition and examination of the witness, 
may, as far as practicable, be recorded by audio-video electronic means preferably mobile phone and such 
recording shall be kept in such manner as the Court may direct. 
(6) In prosecution for offences under this Sanhita, voluntary absence of accused after the trial has 
commenced under sub-section (1) shall not prevent continuing the trial including the pronouncement of the 
judgment even if he is arrested and produced or appears at the conclusion of such trial. 
(7) No appeal shall lie against the judgment under this section unless the proclaimed offender presents 
himself before the Court of appeal: 
Provided that no appeal against conviction shall lie after the expiry of three years from the date of the 
judgment. 
(8) The State may, by notification, extend the provisions of this section to any absconder mentioned in 
sub-section (1) of section 84."
BNSS_2023_s357,BNSS_2023,BNSS_2023_CH_XXVI,357,Procedure where accused does not understand proceedings,"Procedure where accused does not understand proceedings.—If the accused, though not a 
person of unsound mind, cannot be made to understand the proceedings, the Court may proceed with the 
inquiry or trial; and, in the case of a Court other than a High Court, if such proceedings result in a conviction, 
the proceedings shall be forwarded to the High Court with a report of the circumstances of the case, and the 
High Court shall pass thereon such order as it thinks fit."
BNSS_2023_s358,BNSS_2023,BNSS_2023_CH_XXVI,358,Power to proceed against other persons appearing to be guilty of offence,"Power to proceed against other persons appearing to be guilty of offence.—(1) Where, in the 
course of any inquiry into, or trial of, an offence, it appears from the evidence that any person not being the 
accused has committed any offence for which such person could be tried together with the accused, the 
Court may proceed against such person for the offence which he appears to have committed. 
(2) Where such person is not attending the Court, he may be arrested or summoned, as the circumstances 
of the case may require, for the purpose aforesaid. 
(3) Any person attending the Court, although not under arrest or upon a summons, may be detained by 
such Court for the purpose of the inquiry into, or trial of, the offence which he appears to have committed. 
(4) Where the Court proceeds against any person under sub-section (1), then— 
(a) the proceedings in respect of such person shall be commenced afresh, and the witnesses reheard; 
(b) subject to the provisions of clause (a), the case may proceed as if such person had been an 
accused person when the Court took cognizance of the offence upon which the inquiry or trial was 
commenced.

(5) When the accused has been committed for trial or when he has been convicted and an appeal is 
pending, no composition for the offence shall be allowed without the leave of the Court to which he is 
committed, or, as the case may be, before which the appeal is to be heard. 
(6) A High Court or Court of Session acting in the exercise of its powers of revision under section 442 
may allow any person to compound any offence which such person is competent to compound under this 
section. 
(7) No offence shall be compounded if the accused is, by reason of a previous conviction, liable either 
to enhanced punishment or to a punishment of a different kind for such offence. 
(8) The composition of an offence under this section shall have the effect of an acquittal of the accused 
with whom the offence has been compounded. 
(9) No offence shall be compounded except as provided by this section."
BNSS_2023_s360,BNSS_2023,BNSS_2023_CH_XXVI,360,Withdrawal from prosecution,"Withdrawal from prosecution.—The Public Prosecutor or Assistant Public Prosecutor in charge 
of a case may, with the consent of the Court, at any time before the judgment is pronounced, withdraw from 
the prosecution of any person either generally or in respect of any one or more of the offences for which he 
is tried; and, upon such withdrawal,— 
(a) if it is made before a charge has been framed, the accused shall be discharged in respect of such 
offence or offences; 
(b) if it is made after a charge has been framed, or when under this Sanhita no charge is required, 
he shall be acquitted in respect of such offence or offences: 
Provided that where such offence— 
(i) was against any law relating to a matter to which the executive power of the Union extends; or 
(ii) was investigated under any Central Act; or 
(iii) involved the misappropriation or destruction of, or damage to, any property belonging to the 
Central Government; or 
(iv) was committed by a person in the service of the Central Government while acting or purporting 
to act in the discharge of his official duty, 
and the Prosecutor in charge of the case has not been appointed by the Central Government, he shall not, 
unless he has been permitted by the Central Government to do so, move the Court for its consent to 
withdraw from the prosecution and the Court shall, before according consent, direct the Prosecutor to 
produce before it the permission granted by the Central Government to withdraw from the prosecution: 
Provided further that no Court shall allow such withdrawal without giving an opportunity of being 
heard to the victim in the case."
BNSS_2023_s361,BNSS_2023,BNSS_2023_CH_XXVI,361,Procedure in cases which Magistrate cannot dispose of,"Procedure in cases which Magistrate cannot dispose of.—(1) If, in the course of any inquiry 
into an offence or a trial before a Magistrate in any district, the evidence appears to him to warrant a 
presumption-(a) that he has no jurisdiction to try the case or commit it for trial; or 
(b) that the case is one which should be tried or committed for trial by some other Magistrate in the 
district; or 
(c) that the case should be tried by the Chief Judicial Magistrate, 
he shall stay the proceedings and submit the case, with a brief report explaining its nature, to the Chief 
Judicial Magistrate or to such other Magistrate, having jurisdiction, as the Chief Judicial Magistrate directs.

(2) The Magistrate to whom the case is submitted may, if so empowered, either try the case himself, or 
refer it to any Magistrate subordinate to him having jurisdiction, or commit the accused for trial."
BNSS_2023_s362,BNSS_2023,BNSS_2023_CH_XXVI,362,"Procedure when after commencement of inquiry or trial, Magistrate finds case should be","Procedure when after commencement of inquiry or trial, Magistrate finds case should be 
committed.—If, in any inquiry into an offence or a trial before a Magistrate, it appears to him at any stage 
of the proceedings before signing the judgment that the case is one which ought to be tried by the Court of 
Session, he shall commit it to that Court under the provisions hereinbefore contained and thereupon the 
provisions of Chapter XIX shall apply to the commitment so made."
BNSS_2023_s363,BNSS_2023,BNSS_2023_CH_XXVI,363,"Trial of persons previously convicted of offences against coinage, stamp-law or","Trial of persons previously convicted of offences against coinage, stamp-law or 
property.—(1) Where a person, having been convicted of an offence punishable under Chapter X or 
Chapter XVII of the Bharatiya Nyaya Sanhita, 2023 (45 of 2023), with imprisonment for a term of three 
years or upwards, is again accused of any offence punishable under either of those Chapters with 
imprisonment for a term of three years or upwards, and the Magistrate before whom the case is pending is 
satisfied that there is ground for presuming that such person has committed the offence, he shall be sent for 
trial to the Chief Judicial Magistrate or committed to the Court of Session, unless the Magistrate is 
competent to try the case and is of opinion that he can himself pass an adequate sentence if the accused is 
convicted. 
(2) When any person is sent for trial to the Chief Judicial Magistrate or committed to the Court of 
Session under sub-section (1), any other person accused jointly with him in the same inquiry or trial shall 
be similarly sent or committed, unless the Magistrate discharges such other person under section 262 or 
section 268, as the case may be."
BNSS_2023_s364,BNSS_2023,BNSS_2023_CH_XXVI,364,Procedure when Magistrate cannot pass sentence sufficiently severe,"Procedure when Magistrate cannot pass sentence sufficiently severe.—(1) Whenever a 
Magistrate is of opinion, after hearing the evidence for the prosecution and the accused, that the accused is 
guilty, and that he ought to receive a punishment different in kind from, or more severe than, that which 
such Magistrate is empowered to inflict, or, being a Magistrate of the second class, is of opinion that the 
accused ought to be required to execute a bond or bail bond under section 125, he may record the opinion 
and submit his proceedings, and forward the accused, to the Chief Judicial Magistrate to whom he is 
subordinate. 
(2) When more accused persons than one are being tried together, and the Magistrate considers it 
necessary to proceed under sub-section (1), in regard to any of such accused, he shall forward all the 
accused, who are in his opinion guilty, to the Chief Judicial Magistrate. 
(3) The Chief Judicial Magistrate to whom the proceedings are submitted may, if he thinks fit, examine 
the parties and recall and examine any witness who has already given evidence in the case and may call for 
and take any further evidence and shall pass such judgment, sentence or order in the case as he thinks fit, 
and is according to law."
BNSS_2023_s365,BNSS_2023,BNSS_2023_CH_XXVI,365,Conviction or commitment on evidence partly recorded by one Magistrate and partly by,"Conviction or commitment on evidence partly recorded by one Magistrate and partly by 
another.—(1) Whenever any Judge or Magistrate, after having heard and recorded the whole or any part 
of the evidence in any inquiry or a trial, ceases to exercise jurisdiction therein and is succeeded by another 
Judge or Magistrate who has and who exercises such jurisdiction, the Judge or Magistrate so succeeding 
may act on the evidence so recorded by his predecessor, or partly recorded by his predecessor and partly 
recorded by himself: 
Provided that if the succeeding Judge or Magistrate is of the opinion that further examination of any of 
the witnesses whose evidence has already been recorded is necessary in the interests of justice, he may resummon any such witness, and after such further examination, cross-examination and re-examination, if 
any, as he may permit, the witness shall be discharged.

(4) If the Magistrate is informed that the person referred to in sub-section (2) is a person of unsound 
mind, the Magistrate shall further determine whether the unsoundness of mind renders the accused 
incapable of entering defence and if the accused is found so incapable, the Magistrate shall record a finding 
to that effect, and shall examine the record of evidence produced by the prosecution and after hearing the 
advocate of the accused but without questioning the accused, if he finds that no prima facie case is made 
out against the accused, he shall, instead of postponing the enquiry, discharge the accused and deal with 
him in the manner provided under section 369: 
Provided that if the Magistrate finds that a prima facie case is made out against the accused in respect 
of whom a finding of unsoundness of mind is arrived at, he shall postpone the proceeding for such period, 
as in the opinion of the psychiatrist or clinical psychologist, is required for the treatment of the accused, 
and order the accused to be dealt with as provided under section 369. 
(5) If the Magistrate is informed that the person referred to in sub-section (2) is a person with intellectual 
disability, the Magistrate shall further determine whether the intellectual disability renders the accused 
incapable of entering defence, and if the accused is found so incapable, the Magistrate shall order closure 
of the inquiry and deal with the accused in the manner provided under section 369."
BNSS_2023_s368,BNSS_2023,BNSS_2023_CH_XXVI,368,Procedure in case of person of unsound mind tried before Court,"Procedure in case of person of unsound mind tried before Court.—(1) If at the trial of any 
person before a Magistrate or Court of Session, it appears to the Magistrate or Court that such person is of 
unsound mind and consequently incapable of making his defence, the Magistrate or Court shall, in the first 
instance, try the fact of such unsoundness of mind and incapacity, and if the Magistrate or Court, after 
considering such medical and other evidence as may be produced before him or it, is satisfied of the fact, 
he or it shall record a finding to that effect and shall postpone further proceedings in the case. 
(2) If during trial, the Magistrate or Court of Session finds the accused to be of unsound mind, he or it 
shall refer such person to a psychiatrist or clinical psychologist for care and treatment, and the psychiatrist 
or clinical psychologist, as the case may be, shall report to the Magistrate or Court whether the accused is 
suffering from unsoundness of mind: 
Provided that if the accused is aggrieved by the information given by the psychiatrist or clinical 
psychologist, as the case may be, to the Magistrate, he may prefer an appeal before the Medical Board 
which shall consist of— 
(a) head of psychiatry unit in the nearest Government hospital; and 
(b) a faculty member in psychiatry in the nearest Government medical college. 
(3) If the Magistrate or Court is informed that the person referred to in sub-section (2) is a person of 
unsound mind, the Magistrate or Court shall further determine whether the unsoundness of mind renders 
the accused incapable of entering defence and if the accused is found so incapable, the Magistrate or Court 
shall record a finding to that effect and shall examine the record of evidence produced by the prosecution 
and after hearing the advocate of the accused but without questioning the accused, if the Magistrate or Court 
finds that no prima facie case is made out against the accused, he or it shall, instead of postponing the trial, 
discharge the accused and deal with him in the manner provided under section 369: 
Provided that if the Magistrate or Court finds that a prima facie case is made out against the accused in 
respect of whom a finding of unsoundness of mind is arrived at, he shall postpone the trial for such period, 
as in the opinion of the psychiatrist or clinical psychologist, is required for the treatment of the accused. 
(4) If the Magistrate or Court finds that a prima facie case is made out against the accused and he is 
incapable of entering defence by reason of intellectual disability, he or it shall not hold the trial and order 
the accused to be dealt with in accordance with section 369."
BNSS_2023_s369,BNSS_2023,BNSS_2023_CH_XXVI,369,Release of person of unsound mind pending investigation or trial,"Release of person of unsound mind pending investigation or trial.—(1) Whenever a person if 
found under section 367 or section 368 to be incapable of entering defence by reason of unsoundness of 
mind or intellectual disability, the Magistrate or Court, as the case may be, shall, whether the case is one in 
which bail may be taken or not, order release of such person on bail: 
Provided that the accused is suffering from unsoundness of mind or intellectual disability which does 
not mandate in-patient treatment and a friend or relative undertakes to obtain regular out-patient psychiatric 
treatment from the nearest medical facility and to prevent from doing injury to himself or to any other 
(2) If the case is one in which, in the opinion of the Magistrate or Court, as the case may be, bail cannot 
be granted or if an appropriate undertaking is not given, he or it shall order the accused to be kept in such 
a place where regular psychiatric treatment can be provided, and shall report the action taken to the State 
Government: 
Provided that no order for the detention of the accused in a public mental health establishment shall be 
made otherwise than in accordance with such rules as the State Government may have made under the 
Mental Healthcare Act, 2017 (10 of 2017). 
(3) Whenever a person is found under section 367 or section 368 to be incapable of entering defence 
by reason of unsoundness of mind or intellectual disability, the Magistrate or Court, as the case may be, 
shall keeping in view the nature of the act committed and the extent of unsoundness of mind or intellectual 
disability, further determine if the release of the accused can be ordered: 
(a) if on the basis of medical opinion or opinion of a specialist, the Magistrate or Court, as the case 
may be, decide to order discharge of the accused, as provided under section 367 or section 368, such 
release may be ordered, if sufficient security is given that the accused shall be prevented from doing 
injury to himself or to any other person; 
(b) if the Magistrate or Court, as the case may be, is of the opinion that discharge of the accused 
cannot be ordered, the transfer of the accused to a residential facility for persons with unsoundness of 
mind or intellectual disability may be ordered wherein the accused may be provided care and 
appropriate education and training."
BNSS_2023_s370,BNSS_2023,BNSS_2023_CH_XXVI,370,Resumption of inquiry or trial,"Resumption of inquiry or trial.—(1) Whenever an inquiry or a trial is postponed under 
section 367 or section 368, the Magistrate or Court, as the case may be, may at any time after the person 
concerned has ceased to be of unsound mind, resume the inquiry or trial and require the accused to appear 
or be brought before such Magistrate or Court. 
(2) When the accused has been released under section 369, and the sureties for his appearance produce 
him to the officer whom the Magistrate or Court appoints in this behalf, the certificate of such officer that 
the accused is capable of making his defence shall be receivable in evidence."
BNSS_2023_s371,BNSS_2023,BNSS_2023_CH_XXVI,371,Procedure on accused appearing before Magistrate or Court,"Procedure on accused appearing before Magistrate or Court.—(1) If, when the accused 
appears or is again brought before the Magistrate or Court, as the case may be, the Magistrate or Court 
considers him capable of making his defence, the inquiry or trial shall proceed. 
(2) If the Magistrate or Court considers the accused to be still incapable of making his defence, the 
Magistrate or Court shall act according to the provisions of section 367 or section 368, as the case may be, 
and if the accused is found to be of unsound mind and consequently incapable of making his defence, shall 
deal with such accused in accordance with the provisions of section 369."
BNSS_2023_s372,BNSS_2023,BNSS_2023_CH_XXVI,372,When accused appears to have been of sound mind,"When accused appears to have been of sound mind.—When the accused appears to be of sound 
mind at the time of inquiry or trial, and the Magistrate is satisfied from the evidence given before him that 
there is reason to believe that the accused committed an act, which, if he had been of sound mind, would

have been an offence, and that he was, at the time when the act was committed, by reason of unsoundness 
of mind, incapable of knowing the nature of the act or that it was wrong or contrary to law, the Magistrate 
shall proceed with the case, and, if the accused ought to be tried by the Court of Session, commit him for 
trial before the Court of Session."
BNSS_2023_s373,BNSS_2023,BNSS_2023_CH_XXVI,373,Judgment of acquittal on ground of unsoundness of mind,"Judgment of acquittal on ground of unsoundness of mind.—Whenever any person is acquitted 
upon the ground that, at the time at which he is alleged to have committed an offence, he was, by reason of 
unsoundness of mind, incapable of knowing the nature of the act alleged as constituting the offence, or that 
it was wrong or contrary to law, the finding shall state specifically whether he committed the act or not."
BNSS_2023_s374,BNSS_2023,BNSS_2023_CH_XXVI,374,Person acquitted on ground of unsoundness of mind to be detained in safe custody,"Person acquitted on ground of unsoundness of mind to be detained in safe custody.—(1) 
Whenever the finding states that the accused person committed the act alleged, the Magistrate or Court 
before whom or which the trial has been held, shall, if such act would, but for the incapacity found, have 
constituted an offence,— 
(a) order such person to be detained in safe custody in such place and manner as the Magistrate or 
Court thinks fit; or 
(b) order such person to be delivered to any relative or friend of such person. 
(2) No order for the detention of the accused in a public mental health establishment shall be made 
under clause (a) of sub-section (1) otherwise than in accordance with such rules as the State Government 
may have made under the Mental Healthcare Act, 2017 (10 of 2017). 
(3) No order for the delivery of the accused to a relative or friend shall be made under clause (b) of subsection (1) except upon the application of such relative or friend and on his giving security to the satisfaction 
of the Magistrate or Court that the person delivered shall— 
(a) be properly taken care of and prevented from doing injury to himself or to any other person; 
(b) be produced for the inspection of such officer, and at such times and places, as the State 
Government may direct. 
(4) The Magistrate or Court shall report to the State Government the action taken under 
sub-section (1)."
BNSS_2023_s375,BNSS_2023,BNSS_2023_CH_XXVI,375,Power of State Government to empower officer in charge to discharge,"Power of State Government to empower officer in charge to discharge.—The State 
Government may empower the officer in charge of the jail in which a person is confined under the 
provisions of section 369 or section 374 to discharge all or any of the functions of the Inspector-General of 
Prisons under section 376 or section 377."
BNSS_2023_s376,BNSS_2023,BNSS_2023_CH_XXVI,376,Procedure where prisoner of unsound mind is reported capable of making his defence,"Procedure where prisoner of unsound mind is reported capable of making his defence.—If 
a person is detained under the provisions of sub-section (2) of section 369, and in the case of a person 
detained in a jail, the Inspector-General of Prisons, or, in the case of a person detained in a public mental 
health establishment, the Mental Health Review Board constituted under the Mental Healthcare Act, 2017 
(10 of 2017), shall certify that, in his or their opinion, such person is capable of making his defence, he 
shall be taken before the Magistrate or Court, as the case may be, at such time as the Magistrate or Court 
appoints, and the Magistrate or Court shall deal with such person under the provisions of section 371; and 
the certificate of such Inspector-General or visitors as aforesaid shall be receivable as evidence."
BNSS_2023_s377,BNSS_2023,BNSS_2023_CH_XXVI,377,Procedure where person of unsound mind detained is declared fit to be released,"Procedure where person of unsound mind detained is declared fit to be released.—(1) If a 
person is detained under the provisions of sub-section (2) of section 369, or section 374, and such InspectorGeneral or visitors shall certify that, in his or their judgment, he may be released without danger of his 
doing injury to himself or to any other person, the State Government may thereupon order him to be 
released, or to be detained in custody, or to be transferred to a public mental health establishment if he has 
not been already sent to such establishment; and, in case it orders him to be transferred to a public mental 
health establishment, may appoint a Commission, consisting of a Judicial and two medical officers.

(2) Such Commission shall make a formal inquiry into the state of mind of such person, take such 
evidence as is necessary, and shall report to the State Government, which may order his release or detention 
as it thinks fit."
BNSS_2023_s378,BNSS_2023,BNSS_2023_CH_XXVI,378,Delivery of person of unsound mind to care of relative or friend,"Delivery of person of unsound mind to care of relative or friend.—(1) Whenever any relative 
or friend of any person detained under the provisions of section 369 or section 374 desires that he shall be 
delivered to his care and custody, the State Government may, upon the application of such relative or friend 
and on his giving security to the satisfaction of such State Government, that the person delivered shall— 
(a) be properly taken care of and prevented from doing injury to himself or to any other person; 
(b) be produced for the inspection of such officer, and at such times and places, as the State 
Government may direct; 
(c) in the case of a person detained under sub-section (2) of section 369, be produced when required 
before such Magistrate or Court, 
order such person to be delivered to such relative or friend. 
(2) If the person so delivered is accused of any offence, the trial of which has been postponed by reason 
of his being of unsound mind and incapable of making his defence, and the inspecting officer referred to in 
clause (b) of sub-section (1), certifies at any time to the Magistrate or Court that such person is capable of 
making his defence, such Magistrate or Court shall call upon the relative or friend to whom such accused 
was delivered to produce him before the Magistrate or Court; and, upon such production the Magistrate or 
Court shall proceed in accordance with the provisions of section 371, and the certificate of the inspecting 
officer shall be receivable as evidence. 
CHAPTER XXVIII 
PROVISIONS AS TO OFFENCES AFFECTING THE ADMINISTRATION OF JUSTICE"
BNSS_2023_s379,BNSS_2023,BNSS_2023_CH_XXVIII,379,Procedure in cases mentioned in section 215,"Procedure in cases mentioned in section 215.—(1) When, upon an application made to it in this 
behalf or otherwise, any Court is of opinion that it is expedient in the interests of justice that an inquiry 
should be made into any offence referred to in clause (b) of sub-section (1) of section 215, which appears 
to have been committed in or in relation to a proceeding in that Court or, as the case may be, in respect of 
a document produced or given in evidence in a proceeding in that Court, such Court may, after such 
preliminary inquiry, if any, as it thinks necessary,— 
(a) record a finding to that effect; 
(b) make a complaint thereof in writing; 
(c) send it to a Magistrate of the first class having jurisdiction; 
(d) take sufficient security for the appearance of the accused before such Magistrate, or if the 
alleged offence is non-bailable and the Court thinks it necessary so to do, send the accused in custody 
to such Magistrate; and 
(e) bind over any person to appear and give evidence before such Magistrate. 
(2) The power conferred on a Court by sub-section (1) in respect of an offence may, in any case where 
that Court has neither made a complaint under sub-section (1) in respect of that offence nor rejected an 
application for the making of such complaint, be exercised by the Court to which such former Court is 
subordinate within the meaning of sub-section (4) of section 215. 
(3) A complaint made under this section shall be signed,— 
(a) where the Court making the complaint is a High Court, by such officer of the Court as the Court 
may appoint;

(b) in any other case, by the presiding officer of the Court or by such officer of the Court as the 
Court may authorise in writing in this behalf. 
(4) In this section, “Court” has the same meaning as in section 215."
BNSS_2023_s380,BNSS_2023,BNSS_2023_CH_XXVIII,380,Appeal,"Appeal.—(1) Any person on whose application any Court other than a High Court has refused to 
make a complaint under sub-section (1) or sub-section (2) of section 379, or against whom such a complaint 
has been made by such Court, may appeal to the Court to which such former Court is subordinate within 
the meaning of sub-section (4) of section 215, and the superior Court may thereupon, after notice to the 
parties concerned, direct the withdrawal of the complaint, or, as the case may be, making of the complaint 
which such former Court might have made under section 379, and, if it makes such complaint, the 
provisions of that section shall apply accordingly. 
(2) An order under this section, and subject to any such order, an order under section 379, shall be final, 
and shall not be subject to revision."
BNSS_2023_s381,BNSS_2023,BNSS_2023_CH_XXVIII,381,Power to order costs,"Power to order costs.—Any Court dealing with an application made to it for filing a complaint 
under section 379 or an appeal under section 380, shall have power to make such order as to costs as may 
be just."
BNSS_2023_s382,BNSS_2023,BNSS_2023_CH_XXVIII,382,Procedure of Magistrate taking cognizance,"Procedure of Magistrate taking cognizance.—(1) A Magistrate to whom a complaint is made 
under section 379 or section 380 shall, notwithstanding anything contained in Chapter XVI, proceed, as far 
as may be, to deal with the case as if it were instituted on a police report. 
(2) Where it is brought to the notice of such Magistrate, or of any other Magistrate to whom the case 
may have been transferred, that an appeal is pending against the decision arrived at in the judicial 
proceeding out of which the matter has arisen, he may, if he thinks fit, at any stage, adjourn the hearing of 
the case until such appeal is decided."
BNSS_2023_s383,BNSS_2023,BNSS_2023_CH_XXVIII,383,Summary procedure for trial for giving false evidence,"Summary procedure for trial for giving false evidence.—(1) If, at the time of delivery of any 
judgment or final order disposing of any judicial proceeding, a Court of Session or Magistrate of the first 
class expresses an opinion to the effect that any witness appearing in such proceeding had knowingly or 
wilfully given false evidence or had fabricated false evidence with the intention that such evidence should 
be used in such proceeding, it or he may, if satisfied that it is necessary and expedient in the interest of 
justice that the witness should be tried summarily for giving or fabricating, as the case may be, false 
evidence, take cognizance of the offence and may, after giving the offender a reasonable opportunity of 
showing cause why he should not be punished for such offence, try such offender summarily and sentence 
him to imprisonment for a term which may extend to three months, or to fine which may extend to one 
thousand rupees, or with both. 
(2) In every such case the Court shall follow, as nearly as may be practicable, the procedure prescribed 
for summary trials. 
(3) Nothing in this section shall affect the power of the Court to make a complaint under section 379 
for the offence, where it does not choose to proceed under this section. 
(4) Where, after any action is initiated under sub-section (1), it is made to appear to the Court of Session 
or Magistrate of the first class that an appeal or an application for revision has been preferred or filed against 
the judgment or order in which the opinion referred to in that sub-section has been expressed, it or he shall 
stay further proceedings of the trial until the disposal of the appeal or the application for revision, as the 
case may be, and thereupon the further proceedings of the trial shall abide by the results of the appeal or 
application for revision."
BNSS_2023_s384,BNSS_2023,BNSS_2023_CH_XXVIII,384,Procedure in certain cases of contempt,"Procedure in certain cases of contempt.—(1) When any such offence as is described 
in section 210, section 213, section 214, section 215 or section 267 of the Bharatiya Nyaya 
Sanhita, 2023 (45 of 2023) is committed in the view or presence of any Civil, Criminal, or Revenue Court, 
the Court may cause the offender to be detained in custody, and may, at any time before the rising of the

(2) The provisions of sub-section (1) shall also apply to criminal conspiracies to commit such offences 
and to the abetment of such offences and attempts to commit them. 
(3) If such conviction is set aside on appeal or otherwise, such order shall become void. 
(4) An order under this section may also be made by an Appellate Court or by the High Court or Court 
of Session when exercising its powers of revision. 
(5) The State Government may, by notification, make rules to carry out the provisions of this section 
relating to the notification of residence or change of, or absence from, residence by released convicts. 
(6) Such rules may provide for punishment for the breach thereof and any person charged with a breach 
of any such rule may be tried by a Magistrate of competent jurisdiction in the district in which the place 
last notified by him as his place of residence is situated."
